BinaryPropagations,BoolPropagations,ExitCode,Propagations,Restarts,SATClauses,SATVars,SavileRowClauseOut,SavileRowTimeOut,SavileRowTotalTime,SolverMemOut,SolverNodes,SolverSatisfiable,SolverTimeOut,SolverTotalTime,TheoryPropagations,configuration,instance,problem,seed
80983308,NA,Success,109777111,12,35075,16798,0,0,13.469,NA,297345,1,NA,416.16,NA,smt-nia-flat,PN-2,blackHole,8
95707712,NA,Success,164460039,197,30665,12388,0,0,14.239,NA,449578,1,NA,1053.64,NA,smt-nia-nested,PN-2,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,12.159,NA,NA,1,0,1546.312,NA,fzn2omt-bv-mathsat,PN-2,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,13.433,NA,NA,1,0,2225.281,NA,fzn2omt-bv-z3,PN-2,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,11.112,NA,NA,1,0,285.56,NA,fzn2omt-int-z3,PN-2,blackHole,8
NA,NA,Success,NA,NA,63946,19607,0,0,15.105,0,NA,1,0,0.19,NA,sat,PN-3,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,11.615,NA,NA,1,0,1.026,NA,chuffed,PN-3,blackHole,1
NA,NA,Success,NA,NA,42945,20586,0,0,13.773,NA,NA,1,NA,54.117925295,NA,smt-bv-flat,PN-3,blackHole,1
NA,NA,Success,NA,NA,37695,15336,0,0,12.698,NA,NA,1,NA,121.083652046,NA,smt-bv-nested,PN-3,blackHole,1
NA,NA,Success,NA,NA,37695,15336,0,0,15.322,NA,NA,1,NA,22.05,NA,smt-bv-nested-z3,PN-3,blackHole,1
NA,NA,Success,NA,NA,40111,15336,0,0,15.555,NA,NA,1,NA,33.45,NA,smt-bv-nested-z3-pairwisealldiff,PN-3,blackHole,1
NA,19918611,Success,NA,63,57794,22025,0,0,11.76,0,87667,1,0,16.053,1047352,smt-idl-flat,PN-3,blackHole,1
NA,19918611,Success,NA,63,57794,22025,0,0,13.843,0,87667,1,0,16.989,1047352,smt-idl-nested,PN-3,blackHole,1
NA,30862821,Success,NA,10,42945,20586,0,0,14.369,0,134803,1,0,13.931,202385,smt-lia-flat,PN-3,blackHole,1
NA,30862785,Success,NA,10,37695,15336,0,0,13.338,0,134803,1,0,13.182,202385,smt-lia-nested,PN-3,blackHole,1
98307450,NA,Success,144338299,12,42945,20586,0,0,11.913,NA,336277,1,NA,237.43,NA,smt-nia-flat,PN-3,blackHole,1
252962842,NA,Success,449267320,348,37695,15336,0,0,12.306,NA,1006002,1,NA,895.64,NA,smt-nia-nested,PN-3,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,13.142,NA,NA,1,0,944.382,NA,fzn2omt-bv-mathsat,PN-3,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,11.274,NA,NA,1,0,3191.934,NA,fzn2omt-int-mathsat,PN-3,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,15.132,NA,NA,1,0,280.308,NA,fzn2omt-int-z3,PN-3,blackHole,1
NA,NA,Success,NA,NA,63946,19607,0,0,14.621,0,NA,1,0,0.17,NA,sat,PN-3,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,14.325,NA,NA,1,0,0.919,NA,chuffed,PN-3,blackHole,3
NA,NA,Success,NA,NA,42945,20586,0,0,12.039,NA,NA,1,NA,50.349423268,NA,smt-bv-flat,PN-3,blackHole,3
NA,NA,Success,NA,NA,37695,15336,0,0,12.326,NA,NA,1,NA,117.065244653,NA,smt-bv-nested,PN-3,blackHole,3
NA,NA,Success,NA,NA,37695,15336,0,0,14.37,NA,NA,1,NA,22.04,NA,smt-bv-nested-z3,PN-3,blackHole,3
NA,NA,Success,NA,NA,40111,15336,0,0,11.979,NA,NA,1,NA,29.83,NA,smt-bv-nested-z3-pairwisealldiff,PN-3,blackHole,3
NA,14783630,Success,NA,45,57794,22025,0,0,11.913,0,63616,1,0,11.460,907708,smt-idl-flat,PN-3,blackHole,3
NA,14783630,Success,NA,45,57794,22025,0,0,11.957,0,63616,1,0,11.464,907708,smt-idl-nested,PN-3,blackHole,3
NA,11945521,Success,NA,8,42945,20586,0,0,11.96,0,52980,1,0,4.526,125415,smt-lia-flat,PN-3,blackHole,3
NA,11945495,Success,NA,8,37695,15336,0,0,12.767,0,52980,1,0,4.418,125415,smt-lia-nested,PN-3,blackHole,3
98307450,NA,Success,144338299,12,42945,20586,0,0,12.193,NA,336277,1,NA,239.16,NA,smt-nia-flat,PN-3,blackHole,3
252962842,NA,Success,449267320,348,37695,15336,0,0,12.541,NA,1006002,1,NA,913.74,NA,smt-nia-nested,PN-3,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,12.653,NA,NA,1,0,2931.831,NA,fzn2omt-bv-mathsat,PN-3,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,9.968,NA,NA,1,0,238.722,NA,fzn2omt-int-z3,PN-3,blackHole,3
NA,NA,Success,NA,NA,63946,19607,0,0,12.849,0,NA,1,0,0.18,NA,sat,PN-3,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,19.987,NA,NA,1,0,1.016,NA,chuffed,PN-3,blackHole,8
NA,NA,Success,NA,NA,42945,20586,0,0,12.843,NA,NA,1,NA,51.821911112,NA,smt-bv-flat,PN-3,blackHole,8
NA,NA,Success,NA,NA,37695,15336,0,0,11.949,NA,NA,1,NA,114.998142552,NA,smt-bv-nested,PN-3,blackHole,8
NA,NA,Success,NA,NA,37695,15336,0,0,13.54,NA,NA,1,NA,22.29,NA,smt-bv-nested-z3,PN-3,blackHole,8
NA,NA,Success,NA,NA,40111,15336,0,0,12.311,NA,NA,1,NA,30.53,NA,smt-bv-nested-z3-pairwisealldiff,PN-3,blackHole,8
NA,15176771,Success,NA,47,57794,22025,0,0,10.913,0,63116,1,0,12.448,889474,smt-idl-flat,PN-3,blackHole,8
NA,15176771,Success,NA,47,57794,22025,0,0,11.068,0,63116,1,0,11.757,889474,smt-idl-nested,PN-3,blackHole,8
NA,24655469,Success,NA,9,42945,20586,0,0,13.048,0,110242,1,0,9.772,177540,smt-lia-flat,PN-3,blackHole,8
NA,24655422,Success,NA,9,37695,15336,0,0,13.208,0,110242,1,0,8.912,177540,smt-lia-nested,PN-3,blackHole,8
98307450,NA,Success,144338299,12,42945,20586,0,0,12.233,NA,336277,1,NA,223.89,NA,smt-nia-flat,PN-3,blackHole,8
252962842,NA,Success,449267320,348,37695,15336,0,0,12.438,NA,1006002,1,NA,883.65,NA,smt-nia-nested,PN-3,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,13.279,NA,NA,1,0,3107.358,NA,fzn2omt-bv-mathsat,PN-3,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,10.97,NA,NA,1,0,252.645,NA,fzn2omt-int-z3,PN-3,blackHole,8
NA,NA,Success,NA,NA,69982,21475,0,0,13.799,0,NA,1,0,1.14,NA,sat,PN-4,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,12.238,NA,NA,1,0,1.114,NA,chuffed,PN-4,blackHole,1
NA,NA,Success,NA,NA,46828,22467,0,0,15.061,NA,NA,1,NA,174.101789231,NA,smt-bv-flat,PN-4,blackHole,1
NA,NA,Success,NA,NA,41221,16860,0,0,14.447,NA,NA,1,NA,137.957223275,NA,smt-bv-nested,PN-4,blackHole,1
NA,NA,Success,NA,NA,41221,16860,0,0,13.99,NA,NA,1,NA,65.81,NA,smt-bv-nested-z3,PN-4,blackHole,1
NA,NA,Success,NA,NA,43669,16860,0,0,13.292,NA,NA,1,NA,114.49,NA,smt-bv-nested-z3-pairwisealldiff,PN-4,blackHole,1
NA,43810757,Success,NA,110,62702,24053,0,0,12.307,0,161511,1,0,31.109,1449639,smt-idl-flat,PN-4,blackHole,1
NA,43810757,Success,NA,110,62702,24053,0,0,14.682,0,161511,1,0,30.984,1449639,smt-idl-nested,PN-4,blackHole,1
NA,15001474,Success,NA,8,46828,22467,0,0,13.841,0,63353,1,0,5.558,159464,smt-lia-flat,PN-4,blackHole,1
NA,15001467,Success,NA,8,41221,16860,0,0,13.599,0,63353,1,0,4.781,159464,smt-lia-nested,PN-4,blackHole,1
NA,NA,Success,NA,NA,46828,22467,0,0,14.044,NA,NA,0,NA,3600.083643155,NA,smt-nia-flat,PN-4,blackHole,1
NA,NA,Success,NA,NA,41221,16860,0,0,13.134,NA,NA,0,NA,3600.076363059,NA,smt-nia-nested,PN-4,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,11.831,NA,NA,1,0,266.213,NA,fzn2omt-int-z3,PN-4,blackHole,1
NA,NA,Success,NA,NA,69982,21475,0,0,15.288,0,NA,1,0,1.07,NA,sat,PN-4,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,13.521,NA,NA,1,0,1.141,NA,chuffed,PN-4,blackHole,3
NA,NA,Success,NA,NA,46828,22467,0,0,12.589,NA,NA,1,NA,166.66123562,NA,smt-bv-flat,PN-4,blackHole,3
NA,NA,Success,NA,NA,41221,16860,0,0,12.597,NA,NA,1,NA,143.439866528,NA,smt-bv-nested,PN-4,blackHole,3
NA,NA,Success,NA,NA,41221,16860,0,0,14.749,NA,NA,1,NA,65.95,NA,smt-bv-nested-z3,PN-4,blackHole,3
NA,NA,Success,NA,NA,43669,16860,0,0,15.147,NA,NA,1,NA,112.55,NA,smt-bv-nested-z3-pairwisealldiff,PN-4,blackHole,3
NA,19810955,Success,NA,61,62702,24053,0,0,12.628,0,94959,1,0,17.454,1034421,smt-idl-flat,PN-4,blackHole,3
NA,19810955,Success,NA,61,62702,24053,0,0,14.029,0,94959,1,0,17.095,1034421,smt-idl-nested,PN-4,blackHole,3
NA,30669969,Success,NA,10,46828,22467,0,0,13.706,0,133665,1,0,11.498,197217,smt-lia-flat,PN-4,blackHole,3
NA,30669951,Success,NA,10,41221,16860,0,0,13.266,0,133665,1,0,11.536,197217,smt-lia-nested,PN-4,blackHole,3
NA,NA,Success,NA,NA,46828,22467,0,0,15.947,NA,NA,0,NA,3600.075016915,NA,smt-nia-flat,PN-4,blackHole,3
NA,NA,Success,NA,NA,41221,16860,0,0,12.619,NA,NA,0,NA,3600.077019072,NA,smt-nia-nested,PN-4,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,15.881,NA,NA,1,0,3582.274,NA,fzn2omt-bv-z3,PN-4,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,13.858,NA,NA,1,0,310.847,NA,fzn2omt-int-z3,PN-4,blackHole,3
NA,NA,Success,NA,NA,69982,21475,0,0,13.912,0,NA,1,0,1.34,NA,sat,PN-4,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,14.479,NA,NA,1,0,1.143,NA,chuffed,PN-4,blackHole,8
NA,NA,Success,NA,NA,46828,22467,0,0,12.674,NA,NA,1,NA,168.317178475,NA,smt-bv-flat,PN-4,blackHole,8
NA,NA,Success,NA,NA,41221,16860,0,0,12.718,NA,NA,1,NA,142.300473732,NA,smt-bv-nested,PN-4,blackHole,8
NA,NA,Success,NA,NA,41221,16860,0,0,13.743,NA,NA,1,NA,63.38,NA,smt-bv-nested-z3,PN-4,blackHole,8
NA,NA,Success,NA,NA,43669,16860,0,0,12.777,NA,NA,1,NA,111.34,NA,smt-bv-nested-z3-pairwisealldiff,PN-4,blackHole,8
NA,8681137,Success,NA,26,62702,24053,0,0,19.744,0,36556,1,0,8.204,631487,smt-idl-flat,PN-4,blackHole,8
NA,8681137,Success,NA,26,62702,24053,0,0,12.079,0,36556,1,0,7.372,631487,smt-idl-nested,PN-4,blackHole,8
NA,8894876,Success,NA,7,46828,22467,0,0,15.26,0,35862,1,0,3.685,104279,smt-lia-flat,PN-4,blackHole,8
NA,8894875,Success,NA,7,41221,16860,0,0,12.119,0,35862,1,0,3.372,104279,smt-lia-nested,PN-4,blackHole,8
NA,NA,Success,NA,NA,41221,16860,0,0,14.317,NA,NA,0,NA,3600.082667314,NA,smt-nia-nested,PN-4,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,1,3.602,NA,NA,NA,NA,3600,NA,fzn2omt-bv-z3,PN-4,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,11.529,NA,NA,1,0,1890.003,NA,fzn2omt-int-mathsat,PN-4,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,15.059,NA,NA,1,0,289.073,NA,fzn2omt-int-z3,PN-4,blackHole,8
NA,NA,Success,NA,NA,104,1,0,0,1.504,0,NA,0,0,0.00,NA,sat,PN-5,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.386,NA,NA,0,0,0.006,NA,chuffed,PN-5,blackHole,1
NA,NA,Success,NA,NA,104,1,0,0,1.526,NA,NA,0,NA,0.005577454,NA,smt-bv-flat,PN-5,blackHole,1
NA,NA,Success,NA,NA,104,1,0,0,1.434,NA,NA,0,NA,0.00440873,NA,smt-bv-nested,PN-5,blackHole,1
NA,NA,Success,NA,NA,104,1,0,0,1.45,NA,NA,0,NA,0.009565935,NA,smt-bv-nested-z3,PN-5,blackHole,1
NA,NA,Success,NA,NA,104,1,0,0,1.473,NA,NA,0,NA,0.009624267,NA,smt-bv-nested-z3-pairwisealldiff,PN-5,blackHole,1
NA,NA,Success,NA,NA,104,1,0,0,1.369,0,NA,0,0,0.002,NA,smt-idl-flat,PN-5,blackHole,1
NA,NA,Success,NA,NA,104,1,0,0,1.385,0,NA,0,0,0.003,NA,smt-idl-nested,PN-5,blackHole,1
NA,NA,Success,NA,NA,104,1,0,0,1.359,0,NA,0,0,0.003,NA,smt-lia-flat,PN-5,blackHole,1
NA,NA,Success,NA,NA,104,1,0,0,1.641,0,NA,0,0,0.003,NA,smt-lia-nested,PN-5,blackHole,1
NA,NA,Success,NA,NA,104,1,0,0,1.412,NA,NA,0,NA,0.009517823,NA,smt-nia-flat,PN-5,blackHole,1
NA,NA,Success,NA,NA,104,1,0,0,1.344,NA,NA,0,NA,0.009423187,NA,smt-nia-nested,PN-5,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.374,NA,NA,1,0,0.123,NA,fzn2omt-bv-mathsat,PN-5,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.677,NA,NA,0,0,0.267,NA,fzn2omt-bv-z3,PN-5,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,2.858,NA,NA,1,0,0.485,NA,fzn2omt-int-mathsat,PN-5,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.439,NA,NA,0,0,3.381,NA,fzn2omt-int-z3,PN-5,blackHole,1
NA,NA,Success,NA,NA,104,1,0,0,1.415,0,NA,0,0,0.00,NA,sat,PN-5,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.345,NA,NA,0,0,0.006,NA,chuffed,PN-5,blackHole,3
NA,NA,Success,NA,NA,104,1,0,0,1.404,NA,NA,0,NA,0.003939207,NA,smt-bv-flat,PN-5,blackHole,3
NA,NA,Success,NA,NA,104,1,0,0,1.493,NA,NA,0,NA,0.004196708,NA,smt-bv-nested,PN-5,blackHole,3
NA,NA,Success,NA,NA,104,1,0,0,1.491,NA,NA,0,NA,0.010344832,NA,smt-bv-nested-z3,PN-5,blackHole,3
NA,NA,Success,NA,NA,104,1,0,0,1.442,NA,NA,0,NA,0.009700839,NA,smt-bv-nested-z3-pairwisealldiff,PN-5,blackHole,3
NA,NA,Success,NA,NA,104,1,0,0,1.438,0,NA,0,0,0.002,NA,smt-idl-flat,PN-5,blackHole,3
NA,NA,Success,NA,NA,104,1,0,0,1.349,0,NA,0,0,0.003,NA,smt-idl-nested,PN-5,blackHole,3
NA,NA,Success,NA,NA,104,1,0,0,1.385,0,NA,0,0,0.002,NA,smt-lia-flat,PN-5,blackHole,3
NA,NA,Success,NA,NA,104,1,0,0,1.356,0,NA,0,0,0.002,NA,smt-lia-nested,PN-5,blackHole,3
NA,NA,Success,NA,NA,104,1,0,0,1.352,NA,NA,0,NA,0.00,NA,smt-nia-flat,PN-5,blackHole,3
NA,NA,Success,NA,NA,104,1,0,0,1.384,NA,NA,0,NA,0.00,NA,smt-nia-nested,PN-5,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.515,NA,NA,1,0,0.118,NA,fzn2omt-bv-mathsat,PN-5,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.429,NA,NA,0,0,0.181,NA,fzn2omt-bv-z3,PN-5,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.397,NA,NA,1,0,0.141,NA,fzn2omt-int-mathsat,PN-5,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.353,NA,NA,0,0,0.17,NA,fzn2omt-int-z3,PN-5,blackHole,3
NA,NA,Success,NA,NA,104,1,0,0,1.434,0,NA,0,0,0.00,NA,sat,PN-5,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.35,NA,NA,0,0,0.005,NA,chuffed,PN-5,blackHole,8
NA,NA,Success,NA,NA,104,1,0,0,1.351,NA,NA,0,NA,0.003716055,NA,smt-bv-flat,PN-5,blackHole,8
NA,NA,Success,NA,NA,104,1,0,0,1.375,NA,NA,0,NA,0.003919173,NA,smt-bv-nested,PN-5,blackHole,8
NA,NA,Success,NA,NA,104,1,0,0,1.491,NA,NA,0,NA,0.010962314,NA,smt-bv-nested-z3,PN-5,blackHole,8
NA,NA,Success,NA,NA,104,1,0,0,1.479,NA,NA,0,NA,0.01159233,NA,smt-bv-nested-z3-pairwisealldiff,PN-5,blackHole,8
NA,NA,Success,NA,NA,104,1,0,0,1.359,0,NA,0,0,0.002,NA,smt-idl-flat,PN-5,blackHole,8
NA,NA,Success,NA,NA,104,1,0,0,1.348,0,NA,0,0,0.003,NA,smt-idl-nested,PN-5,blackHole,8
NA,NA,Success,NA,NA,104,1,0,0,1.353,0,NA,0,0,0.002,NA,smt-lia-flat,PN-5,blackHole,8
NA,NA,Success,NA,NA,104,1,0,0,1.305,0,NA,0,0,0.003,NA,smt-lia-nested,PN-5,blackHole,8
NA,NA,Success,NA,NA,104,1,0,0,1.47,NA,NA,0,NA,0.008591404,NA,smt-nia-flat,PN-5,blackHole,8
NA,NA,Success,NA,NA,104,1,0,0,1.774,NA,NA,0,NA,0.009383638,NA,smt-nia-nested,PN-5,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.422,NA,NA,1,0,0.115,NA,fzn2omt-bv-mathsat,PN-5,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.336,NA,NA,0,0,0.257,NA,fzn2omt-bv-z3,PN-5,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.334,NA,NA,1,0,0.116,NA,fzn2omt-int-mathsat,PN-5,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.395,NA,NA,0,0,0.193,NA,fzn2omt-int-z3,PN-5,blackHole,8
NA,NA,Success,NA,NA,65347,19972,0,0,12.397,0,NA,1,0,0.18,NA,sat,PN-6,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,12.762,NA,NA,1,0,1.008,NA,chuffed,PN-6,blackHole,1
NA,NA,Success,NA,NA,43630,20919,0,0,14.702,NA,NA,1,NA,52.474806332,NA,smt-bv-flat,PN-6,blackHole,1
NA,NA,Success,NA,NA,38335,15624,0,0,13.598,NA,NA,1,NA,144.1559209,NA,smt-bv-nested,PN-6,blackHole,1
NA,NA,Success,NA,NA,38335,15624,0,0,15.096,NA,NA,1,NA,54.57,NA,smt-bv-nested-z3,PN-6,blackHole,1
NA,NA,Success,NA,NA,40751,15624,0,0,14.833,NA,NA,1,NA,99.15,NA,smt-bv-nested-z3-pairwisealldiff,PN-6,blackHole,1
NA,7998760,Success,NA,26,58637,22393,0,0,11.258,0,29840,1,0,6.334,566169,smt-idl-flat,PN-6,blackHole,1
NA,7998760,Success,NA,26,58637,22393,0,0,13.915,0,29840,1,0,6.442,566169,smt-idl-nested,PN-6,blackHole,1
NA,28237735,Success,NA,10,43630,20919,0,0,12.414,0,120664,1,0,9.914,207442,smt-lia-flat,PN-6,blackHole,1
NA,28237733,Success,NA,10,38335,15624,0,0,13.028,0,120664,1,0,11.972,207442,smt-lia-nested,PN-6,blackHole,1
107140452,NA,Success,150222419,13,43630,20919,0,0,12.28,NA,374948,1,NA,253.40,NA,smt-nia-flat,PN-6,blackHole,1
81537530,NA,Success,128345681,190,38335,15624,0,0,13.032,NA,399122,1,NA,466.79,NA,smt-nia-nested,PN-6,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,14.88,NA,NA,1,0,589.126,NA,fzn2omt-int-z3,PN-6,blackHole,1
NA,NA,Success,NA,NA,65347,19972,0,0,12.991,0,NA,1,0,0.18,NA,sat,PN-6,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,11.012,NA,NA,1,0,1.048,NA,chuffed,PN-6,blackHole,3
NA,NA,Success,NA,NA,43630,20919,0,0,14.597,NA,NA,1,NA,53.443325595,NA,smt-bv-flat,PN-6,blackHole,3
NA,NA,Success,NA,NA,38335,15624,0,0,12.532,NA,NA,1,NA,145.91550782,NA,smt-bv-nested,PN-6,blackHole,3
NA,NA,Success,NA,NA,38335,15624,0,0,12.921,NA,NA,1,NA,56.93,NA,smt-bv-nested-z3,PN-6,blackHole,3
NA,NA,Success,NA,NA,40751,15624,0,0,17.724,NA,NA,1,NA,110.96,NA,smt-bv-nested-z3-pairwisealldiff,PN-6,blackHole,3
NA,3197681,Success,NA,11,58637,22393,0,0,11.11,0,14060,1,0,3.304,280854,smt-idl-flat,PN-6,blackHole,3
NA,3197681,Success,NA,11,58637,22393,0,0,11.276,0,14060,1,0,3.050,280854,smt-idl-nested,PN-6,blackHole,3
NA,21366359,Success,NA,9,43630,20919,0,0,12.591,0,95706,1,0,8.810,180490,smt-lia-flat,PN-6,blackHole,3
NA,21366359,Success,NA,9,38335,15624,0,0,11.872,0,95706,1,0,7.797,180490,smt-lia-nested,PN-6,blackHole,3
86339870,NA,Success,114846544,12,43630,20919,0,0,12.636,NA,320530,1,NA,238.51,NA,smt-nia-flat,PN-6,blackHole,3
159507107,NA,Success,261295944,280,38335,15624,0,0,13.127,NA,698915,1,NA,632.74,NA,smt-nia-nested,PN-6,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,11.444,NA,NA,1,0,1902.283,NA,fzn2omt-int-mathsat,PN-6,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,17.259,NA,NA,1,0,512.812,NA,fzn2omt-int-z3,PN-6,blackHole,3
NA,NA,Success,NA,NA,65347,19972,0,0,14.251,0,NA,1,0,0.23,NA,sat,PN-6,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,12.177,NA,NA,1,0,0.986,NA,chuffed,PN-6,blackHole,8
NA,NA,Success,NA,NA,43630,20919,0,0,14.543,NA,NA,1,NA,53.219054438,NA,smt-bv-flat,PN-6,blackHole,8
NA,NA,Success,NA,NA,38335,15624,0,0,12.008,NA,NA,1,NA,136.048676497,NA,smt-bv-nested,PN-6,blackHole,8
NA,NA,Success,NA,NA,38335,15624,0,0,15.657,NA,NA,1,NA,57.23,NA,smt-bv-nested-z3,PN-6,blackHole,8
NA,NA,Success,NA,NA,40751,15624,0,0,12.835,NA,NA,1,NA,107.50,NA,smt-bv-nested-z3-pairwisealldiff,PN-6,blackHole,8
NA,6510173,Success,NA,23,58637,22393,0,0,11.211,0,23779,1,0,5.235,450253,smt-idl-flat,PN-6,blackHole,8
NA,6510173,Success,NA,23,58637,22393,0,0,13.756,0,23779,1,0,5.269,450253,smt-idl-nested,PN-6,blackHole,8
NA,12626881,Success,NA,8,43630,20919,0,0,11.966,0,56680,1,0,4.174,133588,smt-lia-flat,PN-6,blackHole,8
NA,12626881,Success,NA,8,38335,15624,0,0,13.151,0,56680,1,0,4.503,133588,smt-lia-nested,PN-6,blackHole,8
86339870,NA,Success,114846544,12,43630,20919,0,0,14.311,NA,320530,1,NA,257.44,NA,smt-nia-flat,PN-6,blackHole,8
81537530,NA,Success,128345681,190,38335,15624,0,0,11.498,NA,399122,1,NA,481.98,NA,smt-nia-nested,PN-6,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,13.143,NA,NA,1,0,745.488,NA,fzn2omt-bv-mathsat,PN-6,blackHole,8
NA,NA,Success,NA,NA,NA,NA,0,0,14.253,NA,NA,1,0,544.219,NA,fzn2omt-int-z3,PN-6,blackHole,8
NA,NA,Success,NA,NA,55077,16666,0,0,11.791,0,NA,1,0,0.52,NA,sat,PN-7,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,10.771,NA,NA,1,0,0.28,NA,chuffed,PN-7,blackHole,1
NA,NA,Success,NA,NA,36734,17594,0,0,12.887,NA,NA,1,NA,103.101532556,NA,smt-bv-flat,PN-7,blackHole,1
NA,NA,Success,NA,NA,32141,13001,0,0,10.495,NA,NA,1,NA,109.797928772,NA,smt-bv-nested,PN-7,blackHole,1
NA,NA,Success,NA,NA,32141,13001,0,0,12.607,NA,NA,1,NA,17.60,NA,smt-bv-nested-z3,PN-7,blackHole,1
NA,NA,Success,NA,NA,34448,13001,0,0,12.674,NA,NA,1,NA,49.31,NA,smt-bv-nested-z3-pairwisealldiff,PN-7,blackHole,1
NA,10827203,Success,NA,39,49697,18775,0,0,11.454,0,50692,1,0,7.663,538065,smt-idl-flat,PN-7,blackHole,1
NA,10827203,Success,NA,39,49697,18775,0,0,10.296,0,50692,1,0,7.689,538065,smt-idl-nested,PN-7,blackHole,1
NA,16203325,Success,NA,9,36734,17594,0,0,12.711,0,79138,1,0,6.149,146309,smt-lia-flat,PN-7,blackHole,1
NA,16203324,Success,NA,9,32141,13001,0,0,13.006,0,79138,1,0,6.031,146309,smt-lia-nested,PN-7,blackHole,1
93548809,NA,Success,136887201,12,36734,17594,0,0,14.838,NA,303178,1,NA,234.06,NA,smt-nia-flat,PN-7,blackHole,1
174344722,NA,Success,325250922,253,32141,13001,0,0,11.965,NA,578626,1,NA,780.12,NA,smt-nia-nested,PN-7,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,1,3.602,NA,NA,NA,NA,3600,NA,fzn2omt-bv-mathsat,PN-7,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,11.966,NA,NA,1,0,3263.788,NA,fzn2omt-bv-z3,PN-7,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,12.238,NA,NA,1,0,3462.407,NA,fzn2omt-int-mathsat,PN-7,blackHole,1
NA,NA,Success,NA,NA,NA,NA,0,0,12.913,NA,NA,1,0,639.326,NA,fzn2omt-int-z3,PN-7,blackHole,1
NA,NA,Success,NA,NA,55077,16666,0,0,11.584,0,NA,1,0,0.51,NA,sat,PN-7,blackHole,3
NA,NA,Success,NA,NA,NA,NA,0,0,10.515,NA,NA,1,0,0.253,NA,chuffed,PN-7,blackHole,3
NA,NA,Success,NA,NA,36734,17594,0,0,11.426,NA,NA,1,NA,98.664467163,NA,smt-bv-flat,PN-7,blackHole,3
NA,NA,Success,NA,NA,32141,13001,0,0,9.877,NA,NA,1,NA,107.943577488,NA,smt-bv-nested,PN-7,blackHole,3
NA,NA,Success,NA,NA,32141,13001,0,0,11.408,NA,NA,1,NA,17.53,NA,smt-bv-nested-z3,PN-7,blackHole,3
NA,NA,Success,NA,NA,34448,13001,0,0,10.937,NA,NA,1,NA,49.26,NA,smt-bv-nested-z3-pairwisealldiff,PN-7,blackHole,3
NA,30205452,Success,NA,96,49697,18775,0,0,11.028,0,112428,1,0,20.145,1150001,smt-idl-flat,PN-7,blackHole,3
NA,30205452,Success,NA,96,49697,18775,0,0,11.074,0,112428,1,0,20.024,1150001,smt-idl-nested,PN-7,blackHole,3
