BinaryPropagations,BoolPropagations,ExitCode,Propagations,Restarts,SATClauses,SATVars,SavileRowClauseOut,SavileRowTimeOut,SavileRowTotalTime,SolverMemOut,SolverNodes,SolverSatisfiable,SolverTimeOut,SolverTotalTime,TheoryPropagations,configuration,instance,problem,seed
NA,NA,Success,NA,NA,1838,1401,0,0,7.066,NA,NA,1,NA,16.665035506000002,NA,smt-bv-flat,j3032_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,1766,1329,0,0,7.456,NA,NA,1,NA,17.624154513,NA,smt-bv-nested,j3032_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,1763,1329,0,0,7.362,NA,NA,1,NA,1.68,NA,smt-bv-nested-z3,j3032_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,1763,1329,0,0,7.539,NA,NA,1,NA,1.78,NA,smt-bv-nested-z3-pairwisealldiff,j3032_6,mrcpsp-pb,3
NA,1039216,Success,NA,0,164043,19224,0,0,13.755,0,99930.0,1,0,2.9450000000000003,309996,smt-idl-flat,j3032_6,mrcpsp-pb,3
NA,1039216,Success,NA,0,164043,19224,0,0,14.546,0,99930.0,1,0,2.785,309996,smt-idl-nested,j3032_6,mrcpsp-pb,3
NA,11190,Success,NA,0,1838,1401,0,0,7.261,0,625.0,1,0,0.14700000000000002,1371,smt-lia-flat,j3032_6,mrcpsp-pb,3
NA,12041,Success,NA,0,1766,1329,0,0,7.111,0,719.0,1,0,0.14900000000000002,1410,smt-lia-nested,j3032_6,mrcpsp-pb,3
174967,NA,Success,195213,NA,1835,1401,0,0,6.96,NA,3083,1,NA,0.63,NA,smt-nia-flat,j3032_6,mrcpsp-pb,3
158271,NA,Success,178836,NA,1763,1329,0,0,7.058,NA,1970,1,NA,0.68,NA,smt-nia-nested,j3032_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,6.985,NA,NA,1,0,5.258,NA,fzn2omt-bv-mathsat,j3032_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,7.017,NA,NA,1,0,9.985,NA,fzn2omt-bv-z3,j3032_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,6.86,NA,NA,1,0,0.931,NA,fzn2omt-int-mathsat,j3032_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,7.251,NA,NA,1,0,2.569,NA,fzn2omt-int-z3,j3032_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,149736,15957,0,0,7.565,0,NA,1,0,0.24,NA,sat,j3032_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,14.994,NA,NA,1,0,0.375,NA,chuffed,j3032_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,1838,1401,0,0,7.272,NA,NA,1,NA,16.59687261,NA,smt-bv-flat,j3032_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,1766,1329,0,0,6.954,NA,NA,1,NA,16.295549643,NA,smt-bv-nested,j3032_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,1763,1329,0,0,7.735,NA,NA,1,NA,1.69,NA,smt-bv-nested-z3,j3032_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,1763,1329,0,0,7.498,NA,NA,1,NA,1.80,NA,smt-bv-nested-z3-pairwisealldiff,j3032_6,mrcpsp-pb,8
NA,920186,Success,NA,0,164043,19224,0,0,15.666,0,90380.0,1,0,3.0309999999999997,273544,smt-idl-flat,j3032_6,mrcpsp-pb,8
NA,920186,Success,NA,0,164043,19224,0,0,14.275,0,90380.0,1,0,2.561,273544,smt-idl-nested,j3032_6,mrcpsp-pb,8
NA,13467,Success,NA,0,1838,1401,0,0,7.499,0,677.0,1,0,0.152,1542,smt-lia-flat,j3032_6,mrcpsp-pb,8
NA,10171,Success,NA,0,1766,1329,0,0,7.347,0,650.0,1,0,0.14100000000000001,1191,smt-lia-nested,j3032_6,mrcpsp-pb,8
174967,NA,Success,195213,NA,1835,1401,0,0,7.28,NA,3083,1,NA,0.76,NA,smt-nia-flat,j3032_6,mrcpsp-pb,8
158271,NA,Success,178836,NA,1763,1329,0,0,7.223,NA,1970,1,NA,0.61,NA,smt-nia-nested,j3032_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,7.248,NA,NA,1,0,5.726,NA,fzn2omt-bv-mathsat,j3032_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,7.203,NA,NA,1,0,10.481,NA,fzn2omt-bv-z3,j3032_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,6.772,NA,NA,1,0,1.064,NA,fzn2omt-int-mathsat,j3032_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,6.857,NA,NA,1,0,2.552,NA,fzn2omt-int-z3,j3032_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,1121717,87298,0,0,49.836,0,NA,1,0,519.69,NA,sat,j3040_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,47.064,NA,NA,0,1,3600.677,NA,chuffed,j3040_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,7368,6584,0,0,43.327,NA,NA,1,NA,9543.726209254,NA,smt-bv-flat,j3040_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,7188,6404,0,0,41.199,NA,NA,1,NA,11105.719719841,NA,smt-bv-nested,j3040_10,mrcpsp-pb,1
NA,9179619312,Success,NA,22,1137015,103496,0,0,102.201,0,6291441.0,1,0,6939.686999999999,1690530461,smt-idl-flat,j3040_10,mrcpsp-pb,1
NA,9179619312,Success,NA,22,1137015,103496,0,0,102.099,0,6291441.0,1,0,6721.189,1690530461,smt-idl-nested,j3040_10,mrcpsp-pb,1
NA,93915,Success,NA,1,7188,6404,0,0,40.416,0,1480.0,1,0,14401.441873852,11850,smt-lia-nested,j3040_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,7173,6404,0,0,51.072,NA,NA,0,NA,3600.356754308,NA,smt-nia-nested,j3040_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,44.482,NA,NA,1,0,3256.128,NA,fzn2omt-bv-z3,j3040_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,1121717,87298,0,0,53.528,0,NA,1,0,500.33,NA,sat,j3040_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,48.219,NA,NA,0,1,3600.738,NA,chuffed,j3040_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,7188,6404,0,0,43.249,NA,NA,1,NA,10885.573627594998,NA,smt-bv-nested,j3040_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,7173,6404,0,0,40.841,NA,NA,0,NA,3600.065651801,NA,smt-bv-nested-z3,j3040_10,mrcpsp-pb,3
NA,10726879999,Success,NA,22,1137015,103496,0,0,99.418,0,5899659.0,1,0,9607.374356585,1917681254,smt-idl-nested,j3040_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,7353,6584,0,0,44.507,0,NA,0,NA,3600.198070954,NA,smt-lia-flat,j3040_10,mrcpsp-pb,3
NA,87528,Success,NA,1,7188,6404,0,0,47.679,0,1544.0,1,0,14401.603262065999,9753,smt-lia-nested,j3040_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,7353,6584,0,0,43.493,NA,NA,0,NA,3600.424336233,NA,smt-nia-flat,j3040_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,44.362,NA,NA,1,0,3025.548,NA,fzn2omt-bv-z3,j3040_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,1121717,87298,0,0,51.01,0,NA,1,0,502.29999999999995,NA,sat,j3040_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,53.455,NA,NA,0,1,3600.75,NA,chuffed,j3040_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,7353,6584,0,0,41.393,NA,NA,0,NA,3600.34401616,NA,smt-nia-flat,j3040_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,44.734,NA,NA,1,0,3133.234,NA,fzn2omt-bv-z3,j3040_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,523190,49568,0,0,28.297,0,NA,1,0,449.35999999999996,NA,sat,j3040_6,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,21.217,NA,NA,0,1,3600.511,NA,chuffed,j3040_6,mrcpsp-pb,1
NA,NA,Success,NA,NA,4963,4259,0,0,21.56,NA,NA,1,NA,13532.879399174,NA,smt-bv-nested,j3040_6,mrcpsp-pb,1
NA,6365060470,Success,NA,22,544205,60414,0,0,49.82,0,4629221.0,1,0,3922.56,999787140,smt-idl-flat,j3040_6,mrcpsp-pb,1
NA,6365060470,Success,NA,22,544205,60414,0,0,59.319,0,4629221.0,1,0,4060.341,999787140,smt-idl-nested,j3040_6,mrcpsp-pb,1
NA,NA,Success,NA,NA,5131,4439,0,0,21.184,0,NA,0,NA,3600.131252434,NA,smt-lia-flat,j3040_6,mrcpsp-pb,1
NA,NA,Success,NA,NA,4951,4259,0,0,21.17,0,NA,0,NA,3600.144659934,NA,smt-lia-nested,j3040_6,mrcpsp-pb,1
NA,NA,Success,NA,NA,5131,4439,0,0,35.011,NA,NA,0,NA,3600.30263728,NA,smt-nia-flat,j3040_6,mrcpsp-pb,1
NA,NA,Success,NA,NA,4951,4259,0,0,20.866,NA,NA,0,NA,3600.278671312,NA,smt-nia-nested,j3040_6,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,32.254,NA,NA,1,0,2929.089,NA,fzn2omt-bv-z3,j3040_6,mrcpsp-pb,1
NA,NA,Success,NA,NA,523190,49568,0,0,26.577,0,NA,1,0,616.79,NA,sat,j3040_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,25.084,NA,NA,0,1,3600.504,NA,chuffed,j3040_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,5146,4439,0,0,22.433,NA,NA,1,NA,6466.615507974001,NA,smt-bv-flat,j3040_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,4951,4259,0,0,25.487,NA,NA,0,NA,3600.063201867,NA,smt-bv-nested-z3-pairwisealldiff,j3040_6,mrcpsp-pb,3
NA,8103380716,Success,NA,22,544205,60414,0,0,50.532,0,4162171.0,1,0,3603.989,1294046315,smt-idl-flat,j3040_6,mrcpsp-pb,3
NA,8103380716,Success,NA,22,544205,60414,0,0,49.844,0,4162171.0,1,0,3957.226,1294046315,smt-idl-nested,j3040_6,mrcpsp-pb,3
NA,1269042307,Success,NA,25,5143,4439,0,0,21.651,0,7361313,1,0,15472.231682437,113277081,smt-lia-flat,j3040_6,mrcpsp-pb,3
NA,28316244,Success,NA,15,4963,4259,0,0,24.502,0,160902,1,0,14411.196569454001,2312127,smt-lia-nested,j3040_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,23.98,NA,NA,1,0,3036.065,NA,fzn2omt-bv-z3,j3040_6,mrcpsp-pb,3
NA,NA,Success,NA,NA,523190,49568,0,0,27.055,0,NA,1,0,421.53,NA,sat,j3040_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,21.618,NA,NA,0,1,3600.525,NA,chuffed,j3040_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,5146,4439,0,0,23.956,NA,NA,1,NA,6489.614943243,NA,smt-bv-flat,j3040_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,4963,4259,0,0,21.374,NA,NA,1,NA,13556.938015953,NA,smt-bv-nested,j3040_6,mrcpsp-pb,8
NA,557143279,Success,NA,15,544202,60414,0,0,50.322,0,499280.0,1,0,7377.6410743159995,102049039,smt-idl-flat,j3040_6,mrcpsp-pb,8
NA,557143279,Success,NA,15,544202,60414,0,0,51.835,0,499280.0,1,0,7391.450648017,102049039,smt-idl-nested,j3040_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,5131,4439,0,0,23.386,0,NA,0,NA,3600.13744095,NA,smt-lia-flat,j3040_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,4951,4259,0,0,21.975,0,NA,0,NA,3600.123981468,NA,smt-lia-nested,j3040_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,4951,4259,0,0,22.523,NA,NA,0,NA,3600.272370881,NA,smt-nia-nested,j3040_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,21.575,NA,NA,1,0,2963.369,NA,fzn2omt-bv-z3,j3040_6,mrcpsp-pb,8
NA,NA,Success,NA,NA,212134,21691,0,0,18.815,0,NA,1,0,24.4,NA,sat,j3041_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,19.6,NA,NA,1,0,587.492,NA,chuffed,j3041_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,5239,4576,0,0,21.628,NA,NA,1,NA,773.212009688,NA,smt-bv-flat,j3041_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,5059,4396,0,0,20.952,NA,NA,1,NA,740.3356611219999,NA,smt-bv-nested,j3041_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,5044,4396,0,0,21.544,NA,NA,1,NA,135.65,NA,smt-bv-nested-z3,j3041_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,5044,4396,0,0,19.717,NA,NA,1,NA,140.02,NA,smt-bv-nested-z3-pairwisealldiff,j3041_10,mrcpsp-pb,1
NA,29180142,Success,NA,8,201168,29712,0,0,51.523,0,549808.0,1,0,33.782000000000004,5895784,smt-idl-flat,j3041_10,mrcpsp-pb,1
NA,29180142,Success,NA,8,201168,29712,0,0,45.315,0,549808.0,1,0,31.264,5895784,smt-idl-nested,j3041_10,mrcpsp-pb,1
NA,1585251076,Success,NA,25,5239,4576,0,0,19.635,0,1.7402427E7,1,0,3806.5869999999995,82275458,smt-lia-flat,j3041_10,mrcpsp-pb,1
NA,1712679720,Success,NA,26,5059,4396,0,0,20.626,0,2.9168685E7,1,0,10438.403225339,103653454,smt-lia-nested,j3041_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,5224,4576,0,0,22.339,NA,NA,0,NA,3600.262221479,NA,smt-nia-flat,j3041_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,5044,4396,0,0,19.981,NA,NA,0,NA,3600.214105234,NA,smt-nia-nested,j3041_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,21.038,NA,NA,1,0,3009.245,NA,fzn2omt-bv-mathsat,j3041_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,21.384,NA,NA,1,0,223.208,NA,fzn2omt-bv-z3,j3041_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,23.792,NA,NA,1,0,1210.227,NA,fzn2omt-int-z3,j3041_10,mrcpsp-pb,1
NA,NA,Success,NA,NA,212134,21691,0,0,20.304,0,NA,1,0,18.52,NA,sat,j3041_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,19.962,NA,NA,1,0,615.81,NA,chuffed,j3041_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,5239,4576,0,0,19.556,NA,NA,1,NA,754.571192661,NA,smt-bv-flat,j3041_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,5059,4396,0,0,19.207,NA,NA,1,NA,722.0550159519998,NA,smt-bv-nested,j3041_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,5044,4396,0,0,20.716,NA,NA,1,NA,148.22,NA,smt-bv-nested-z3,j3041_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,5044,4396,0,0,19.303,NA,NA,1,NA,140.59,NA,smt-bv-nested-z3-pairwisealldiff,j3041_10,mrcpsp-pb,3
NA,117200515,Success,NA,11,201168,29712,0,0,51.071,0,650647.0,1,0,68.558,20298445,smt-idl-flat,j3041_10,mrcpsp-pb,3
NA,117200515,Success,NA,11,201168,29712,0,0,53.182,0,650647.0,1,0,71.011,20298445,smt-idl-nested,j3041_10,mrcpsp-pb,3
NA,245715344,Success,NA,21,5239,4576,0,0,18.749,0,2148865.0,1,0,3789.5143701700003,19462201,smt-lia-flat,j3041_10,mrcpsp-pb,3
NA,118258384,Success,NA,19,5059,4396,0,0,20.314,0,719329.0,1,0,7261.897029117,10010269,smt-lia-nested,j3041_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,5224,4576,0,0,18.548,NA,NA,0,NA,3600.222850668,NA,smt-nia-flat,j3041_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,5044,4396,0,0,24.071,NA,NA,0,NA,3600.282364544,NA,smt-nia-nested,j3041_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,19.497,NA,NA,1,0,1197.477,NA,fzn2omt-bv-mathsat,j3041_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,21.199,NA,NA,1,0,244.212,NA,fzn2omt-bv-z3,j3041_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,21.105,NA,NA,1,0,1228.071,NA,fzn2omt-int-z3,j3041_10,mrcpsp-pb,3
NA,NA,Success,NA,NA,212134,21691,0,0,21.128,0,NA,1,0,15.22,NA,sat,j3041_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,19.044,NA,NA,1,0,602.637,NA,chuffed,j3041_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,5239,4576,0,0,20.178,NA,NA,1,NA,757.915104843,NA,smt-bv-flat,j3041_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,5059,4396,0,0,20.029,NA,NA,1,NA,721.9085422210001,NA,smt-bv-nested,j3041_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,5044,4396,0,0,22.025,NA,NA,1,NA,140.98,NA,smt-bv-nested-z3,j3041_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,5044,4396,0,0,22.245,NA,NA,1,NA,142.69,NA,smt-bv-nested-z3-pairwisealldiff,j3041_10,mrcpsp-pb,8
NA,255870356,Success,NA,14,201168,29712,0,0,55.815,0,579184.0,1,0,93.844,43375316,smt-idl-flat,j3041_10,mrcpsp-pb,8
NA,255870356,Success,NA,14,201168,29712,0,0,47.936,0,579184.0,1,0,82.87700000000001,43375316,smt-idl-nested,j3041_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,5044,4396,0,0,18.619,NA,NA,0,NA,3600.195035664,NA,smt-nia-nested,j3041_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,18.271,NA,NA,1,0,3499.916,NA,fzn2omt-bv-mathsat,j3041_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,22.232,NA,NA,1,0,258.357,NA,fzn2omt-bv-z3,j3041_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,18.483,NA,NA,1,0,1193.053,NA,fzn2omt-int-z3,j3041_10,mrcpsp-pb,8
NA,NA,Success,NA,NA,201583,21436,0,0,25.465,0,NA,1,0,5.3100000000000005,NA,sat,j3042_1,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,24.905,NA,NA,1,0,66.565,NA,chuffed,j3042_1,mrcpsp-pb,1
NA,NA,Success,NA,NA,5213,4508,0,0,23.744,NA,NA,1,NA,351.115228617,NA,smt-bv-flat,j3042_1,mrcpsp-pb,1
NA,NA,Success,NA,NA,5033,4328,0,0,20.728,NA,NA,1,NA,427.29348877199993,NA,smt-bv-nested,j3042_1,mrcpsp-pb,1
NA,NA,Success,NA,NA,5018,4328,0,0,20.567,NA,NA,1,NA,33.27,NA,smt-bv-nested-z3,j3042_1,mrcpsp-pb,1
NA,NA,Success,NA,NA,5018,4328,0,0,23.55,NA,NA,1,NA,33.26,NA,smt-bv-nested-z3-pairwisealldiff,j3042_1,mrcpsp-pb,1
NA,22756617,Success,NA,8,189094,29437,0,0,47.484,0,689546.0,1,0,23.646,3703596,smt-idl-flat,j3042_1,mrcpsp-pb,1
NA,22756617,Success,NA,8,189094,29437,0,0,46.392,0,689546.0,1,0,23.259,3703596,smt-idl-nested,j3042_1,mrcpsp-pb,1
NA,225951717,Success,NA,20,5213,4508,0,0,21.661,0,1746168.0,1,0,180.87,18763026,smt-lia-flat,j3042_1,mrcpsp-pb,1
NA,582188371,Success,NA,23,5033,4328,0,0,18.946,0,4533313.0,1,0,660.505,38201974,smt-lia-nested,j3042_1,mrcpsp-pb,1
14992170,NA,Success,18710778,34,5018,4328,0,0,22.086,NA,43605,1,NA,165.64,NA,smt-nia-nested,j3042_1,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,26.872,NA,NA,1,0,368.0,NA,fzn2omt-bv-mathsat,j3042_1,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,21.64,NA,NA,1,0,88.018,NA,fzn2omt-bv-z3,j3042_1,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,21.439,NA,NA,1,0,349.406,NA,fzn2omt-int-mathsat,j3042_1,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,23.301,NA,NA,1,0,361.565,NA,fzn2omt-int-z3,j3042_1,mrcpsp-pb,1
NA,NA,Success,NA,NA,201583,21436,0,0,20.801,0,NA,1,0,5.88,NA,sat,j3042_1,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,24.053,NA,NA,1,0,62.687,NA,chuffed,j3042_1,mrcpsp-pb,3
NA,NA,Success,NA,NA,5213,4508,0,0,21.352,NA,NA,1,NA,352.21777136500003,NA,smt-bv-flat,j3042_1,mrcpsp-pb,3
NA,NA,Success,NA,NA,5033,4328,0,0,23.098,NA,NA,1,NA,419.735438528,NA,smt-bv-nested,j3042_1,mrcpsp-pb,3
NA,NA,Success,NA,NA,5018,4328,0,0,24.703,NA,NA,1,NA,35.33,NA,smt-bv-nested-z3,j3042_1,mrcpsp-pb,3
NA,NA,Success,NA,NA,5018,4328,0,0,20.192,NA,NA,1,NA,32.04,NA,smt-bv-nested-z3-pairwisealldiff,j3042_1,mrcpsp-pb,3
NA,31400802,Success,NA,8,189094,29437,0,0,56.936,0,735182.0,1,0,26.587000000000003,5949080,smt-idl-flat,j3042_1,mrcpsp-pb,3
NA,31400802,Success,NA,8,189094,29437,0,0,51.093,0,735182.0,1,0,25.743000000000002,5949080,smt-idl-nested,j3042_1,mrcpsp-pb,3
NA,121664775,Success,NA,19,5213,4508,0,0,20.807,0,1820942.0,1,0,165.582,10615673,smt-lia-flat,j3042_1,mrcpsp-pb,3
NA,174921384,Success,NA,20,5033,4328,0,0,20.132,0,2297257.0,1,0,231.257,15954165,smt-lia-nested,j3042_1,mrcpsp-pb,3
NA,NA,Success,NA,NA,5198,4508,0,0,22.603,NA,NA,0,NA,3600.191224982,NA,smt-nia-flat,j3042_1,mrcpsp-pb,3
14992170,NA,Success,18710778,34,5018,4328,0,0,23.283,NA,43605,1,NA,159.70,NA,smt-nia-nested,j3042_1,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,23.832,NA,NA,1,0,485.955,NA,fzn2omt-bv-mathsat,j3042_1,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,23.67,NA,NA,1,0,79.785,NA,fzn2omt-bv-z3,j3042_1,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,30.844,NA,NA,1,0,132.274,NA,fzn2omt-int-mathsat,j3042_1,mrcpsp-pb,3
NA,NA,Success,NA,NA,NA,NA,0,0,21.146,NA,NA,1,0,375.86,NA,fzn2omt-int-z3,j3042_1,mrcpsp-pb,3
NA,NA,Success,NA,NA,201583,21436,0,0,20.362,0,NA,1,0,6.43,NA,sat,j3042_1,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,22.215,NA,NA,1,0,62.588,NA,chuffed,j3042_1,mrcpsp-pb,8
NA,NA,Success,NA,NA,5213,4508,0,0,23.733,NA,NA,1,NA,353.950529436,NA,smt-bv-flat,j3042_1,mrcpsp-pb,8
NA,NA,Success,NA,NA,5033,4328,0,0,19.753,NA,NA,1,NA,422.801103318,NA,smt-bv-nested,j3042_1,mrcpsp-pb,8
NA,NA,Success,NA,NA,5018,4328,0,0,23.482,NA,NA,1,NA,35.91,NA,smt-bv-nested-z3,j3042_1,mrcpsp-pb,8
NA,NA,Success,NA,NA,5018,4328,0,0,22.971,NA,NA,1,NA,33.14,NA,smt-bv-nested-z3-pairwisealldiff,j3042_1,mrcpsp-pb,8
NA,19535144,Success,NA,7,189094,29437,0,0,53.92,0,719703.0,1,0,26.695000000000004,3954912,smt-idl-flat,j3042_1,mrcpsp-pb,8
NA,19535144,Success,NA,7,189094,29437,0,0,49.824,0,719703.0,1,0,26.044999999999998,3954912,smt-idl-nested,j3042_1,mrcpsp-pb,8
NA,540141552,Success,NA,23,5213,4508,0,0,22.018,0,5053145.0,1,0,626.0360000000001,46927988,smt-lia-flat,j3042_1,mrcpsp-pb,8
NA,199280064,Success,NA,20,5033,4328,0,0,20.676,0,2547676.0,1,0,275.975,19077782,smt-lia-nested,j3042_1,mrcpsp-pb,8
14992170,NA,Success,18710778,34,5018,4328,0,0,22.334,NA,43605,1,NA,155.99,NA,smt-nia-nested,j3042_1,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,21.533,NA,NA,1,0,321.121,NA,fzn2omt-bv-mathsat,j3042_1,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,24.262,NA,NA,1,0,81.367,NA,fzn2omt-bv-z3,j3042_1,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,20.906,NA,NA,1,0,504.473,NA,fzn2omt-int-mathsat,j3042_1,mrcpsp-pb,8
NA,NA,Success,NA,NA,NA,NA,0,0,21.527,NA,NA,1,0,359.351,NA,fzn2omt-int-z3,j3042_1,mrcpsp-pb,8
NA,NA,Success,NA,NA,157225,14865,0,0,21.065,0,NA,1,0,3.15,NA,sat,j3043_5,mrcpsp-pb,1
NA,NA,Success,NA,NA,NA,NA,0,0,10.61,NA,NA,1,0,14.758,NA,chuffed,j3043_5,mrcpsp-pb,1
NA,NA,Success,NA,NA,3379,2690,0,0,11.643,NA,NA,1,NA,160.392646365,NA,smt-bv-flat,j3043_5,mrcpsp-pb,1
NA,NA,Success,NA,NA,3199,2510,0,0,11.735,NA,NA,1,NA,205.555175732,NA,smt-bv-nested,j3043_5,mrcpsp-pb,1
NA,NA,Success,NA,NA,3187,2510,0,0,11.933,NA,NA,1,NA,21.69,NA,smt-bv-nested-z3,j3043_5,mrcpsp-pb,1
NA,NA,Success,NA,NA,3187,2510,0,0,11.658,NA,NA,1,NA,22.48,NA,smt-bv-nested-z3-pairwisealldiff,j3043_5,mrcpsp-pb,1
NA,6713413,Success,NA,5,162190,19463,0,0,29.858,0,442235.0,1,0,12.857,1377219,smt-idl-flat,j3043_5,mrcpsp-pb,1
NA,6713413,Success,NA,5,162190,19463,0,0,30.913,0,442235.0,1,0,11.977,1377219,smt-idl-nested,j3043_5,mrcpsp-pb,1
NA,44610398,Success,NA,18,3379,2690,0,0,11.561,0,430730.0,1,0,34.518,2729180,smt-lia-flat,j3043_5,mrcpsp-pb,1
NA,468953400,Success,NA,23,3199,2510,0,0,13.16,0,4402433.0,1,0,607.556,27537195,smt-lia-nested,j3043_5,mrcpsp-pb,1
5081652,NA,Success,6340590,19,3367,2690,0,0,11.162,NA,17415,1,NA,26.91,NA,smt-nia-flat,j3043_5,mrcpsp-pb,1
4494543,NA,Success,5235485,14,3187,2510,0,0,11.803,NA,14859,1,NA,11.94,NA,smt-nia-nested,j3043_5,mrcpsp-pb,1
