problem,instance,sat,smt-bv-flat,smt-bv-nested,smt-idl-flat,smt-idl-nested,smt-lia-flat,smt-lia-nested,smt-nia-flat,smt-nia-nested,sat ratio to SAT,smt-bv-flat ratio to SAT,smt-bv-nested ratio to SAT,smt-idl-flat ratio to SAT,smt-idl-nested ratio to SAT,smt-lia-flat ratio to SAT,smt-lia-nested ratio to SAT,smt-nia-flat ratio to SAT,smt-nia-nested ratio to SAT
killerSudoku2,killer16-sol66,44156,9043,1433,47320,47320,9043,1433,9043,1433,1.0,0.20479663012954072,0.03245312075369146,1.0716550412175017,1.0716550412175017,0.20479663012954072,0.03245312075369146,0.20479663012954072,0.03245312075369146
killerSudoku2,killer16-sol67,71,84,60,88,88,84,60,84,60,1.0,1.1830985915492958,0.8450704225352113,1.2394366197183098,1.2394366197183098,1.1830985915492958,0.8450704225352113,1.1830985915492958,0.8450704225352113
killerSudoku2,killer16-sol68,56805,10679,1623,60425,60425,10679,1623,10679,1623,1.0,0.18799401461138984,0.02857142857142857,1.0637267846140304,1.0637267846140304,0.18799401461138984,0.02857142857142857,0.18799401461138984,0.02857142857142857
killerSudoku2,killer16-sol69,37717,7642,1297,40460,40460,7642,1297,7642,1297,1.0,0.202614205795795,0.03438767664448392,1.0727258265503619,1.0727258265503619,0.202614205795795,0.03438767664448392,0.202614205795795,0.03438767664448392
killerSudoku2,killer16-sol7,55903,10319,1539,59614,59614,10319,1539,10319,1539,1.0,0.18458758921703666,0.02752982845285584,1.0663828417079584,1.0663828417079584,0.18458758921703666,0.02752982845285584,0.18458758921703666,0.02752982845285584
killerSudoku2,killer16-sol70,37533,8053,1404,40031,40031,8053,1404,8053,1404,1.0,0.2145578557536035,0.03740708176804412,1.06655476514001,1.06655476514001,0.2145578557536035,0.03740708176804412,0.2145578557536035,0.03740708176804412
killerSudoku2,killer16-sol71,58016,11028,1641,61631,61631,11028,1641,11028,1641,1.0,0.19008549365692223,0.028285300606729177,1.0623103971318257,1.0623103971318257,0.19008549365692223,0.028285300606729177,0.19008549365692223,0.028285300606729177
killerSudoku2,killer16-sol72,51443,9662,1467,54849,54849,9662,1467,9662,1467,1.0,0.18781952841008495,0.028516999397391288,1.0662092024182104,1.0662092024182104,0.18781952841008495,0.028516999397391288,0.18781952841008495,0.028516999397391288
killerSudoku2,killer16-sol73,49803,9505,1479,53272,53272,9505,1479,9505,1479,1.0,0.19085195670943517,0.029697006204445514,1.0696544384876414,1.0696544384876414,0.19085195670943517,0.029697006204445514,0.19085195670943517,0.029697006204445514
killerSudoku2,killer16-sol74,55606,10753,1594,59208,59208,10753,1594,10753,1594,1.0,0.1933784124015394,0.02866597129806136,1.0647771823184549,1.0647771823184549,0.1933784124015394,0.02866597129806136,0.1933784124015394,0.02866597129806136
killerSudoku2,killer16-sol75,13150,3397,759,14366,14366,3397,759,3397,759,1.0,0.25832699619771865,0.05771863117870722,1.092471482889734,1.092471482889734,0.25832699619771865,0.05771863117870722,0.25832699619771865,0.05771863117870722
killerSudoku2,killer16-sol76,57452,10977,1620,61177,61177,10977,1620,10977,1620,1.0,0.19106384460071016,0.028197451785838615,1.064836733272993,1.064836733272993,0.19106384460071016,0.028197451785838615,0.19106384460071016,0.028197451785838615
killerSudoku2,killer16-sol77,51890,9883,1522,55259,55259,9883,1522,9883,1522,1.0,0.19046058970899982,0.029331277702832916,1.0649258045866254,1.0649258045866254,0.19046058970899982,0.029331277702832916,0.19046058970899982,0.029331277702832916
killerSudoku2,killer16-sol78,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
killerSudoku2,killer16-sol79,48420,9270,1447,51656,51656,9270,1447,9270,1447,1.0,0.19144981412639406,0.029884345311854604,1.0668318876497316,1.0668318876497316,0.19144981412639406,0.029884345311854604,0.19144981412639406,0.029884345311854604
killerSudoku2,killer16-sol8,32649,6674,1225,34885,34885,6674,1225,6674,1225,1.0,0.20441667432386904,0.03752029158626604,1.0684860179484823,1.0684860179484823,0.20441667432386904,0.03752029158626604,0.20441667432386904,0.03752029158626604
killerSudoku2,killer16-sol80,48245,9457,1477,51503,51503,9457,1477,9457,1477,1.0,0.19602031298580164,0.030614571458182194,1.0675303140221786,1.0675303140221786,0.19602031298580164,0.030614571458182194,0.19602031298580164,0.030614571458182194
killerSudoku2,killer16-sol81,51788,9884,1491,55345,55345,9884,1491,9884,1491,1.0,0.1908550243299606,0.028790453386884993,1.0686838649880281,1.0686838649880281,0.1908550243299606,0.028790453386884993,0.1908550243299606,0.028790453386884993
killerSudoku2,killer16-sol82,39345,8083,1385,42280,42280,8083,1385,8083,1385,1.0,0.20543906468420384,0.035201423306646336,1.0745965179819545,1.0745965179819545,0.20543906468420384,0.035201423306646336,0.20543906468420384,0.035201423306646336
killerSudoku2,killer16-sol83,53,67,47,69,69,67,47,67,47,1.0,1.2641509433962264,0.8867924528301887,1.3018867924528301,1.3018867924528301,1.2641509433962264,0.8867924528301887,1.2641509433962264,0.8867924528301887
killerSudoku2,killer16-sol84,53713,10704,1535,57204,57204,10704,1535,10704,1535,1.0,0.19928136577737232,0.028577811702939698,1.064993576973917,1.064993576973917,0.19928136577737232,0.028577811702939698,0.19928136577737232,0.028577811702939698
killerSudoku2,killer16-sol85,53415,10001,1507,57021,57021,10001,1507,10001,1507,1.0,0.18723205092202566,0.02821304876907236,1.0675091266498176,1.0675091266498176,0.18723205092202566,0.02821304876907236,0.18723205092202566,0.02821304876907236
killerSudoku2,killer16-sol86,46788,9394,1471,50004,50004,9394,1471,9394,1471,1.0,0.20077797725912627,0.03143968538941609,1.0687355732239037,1.0687355732239037,0.20077797725912627,0.03143968538941609,0.20077797725912627,0.03143968538941609
killerSudoku2,killer16-sol87,51137,9798,1513,54675,54675,9798,1513,9798,1513,1.0,0.19160294894107985,0.029587187359446192,1.0691866945655788,1.0691866945655788,0.19160294894107985,0.029587187359446192,0.19160294894107985,0.029587187359446192
killerSudoku2,killer16-sol88,52074,9853,1502,55657,55657,9853,1502,9853,1502,1.0,0.189211506702001,0.02884356876752314,1.06880593002266,1.06880593002266,0.189211506702001,0.02884356876752314,0.189211506702001,0.02884356876752314
killerSudoku2,killer16-sol89,212,216,109,259,259,216,109,216,109,1.0,1.0188679245283019,0.5141509433962265,1.221698113207547,1.221698113207547,1.0188679245283019,0.5141509433962265,1.0188679245283019,0.5141509433962265
killerSudoku2,killer16-sol9,55343,10198,1559,59082,59082,10198,1559,10198,1559,1.0,0.18426901324467412,0.028169777568978913,1.0675604864210468,1.0675604864210468,0.18426901324467412,0.028169777568978913,0.18426901324467412,0.028169777568978913
killerSudoku2,killer16-sol90,66041,11482,1629,70143,70143,11482,1629,11482,1629,1.0,0.17386169197922502,0.024666495056101512,1.0621129298466105,1.0621129298466105,0.17386169197922502,0.024666495056101512,0.17386169197922502,0.024666495056101512
killerSudoku2,killer16-sol91,54085,10371,1561,57574,57574,10371,1561,10371,1561,1.0,0.1917537209947305,0.028861976518443192,1.0645095682721641,1.0645095682721641,0.1917537209947305,0.028861976518443192,0.1917537209947305,0.028861976518443192
killerSudoku2,killer16-sol92,101,120,71,124,124,120,71,120,71,1.0,1.188118811881188,0.7029702970297029,1.2277227722772277,1.2277227722772277,1.188118811881188,0.7029702970297029,1.188118811881188,0.7029702970297029
killerSudoku2,killer16-sol93,56572,10747,1548,60410,60410,10747,1548,10747,1548,1.0,0.1899703033302694,0.02736335996606095,1.0678427490631408,1.0678427490631408,0.1899703033302694,0.02736335996606095,0.1899703033302694,0.02736335996606095
killerSudoku2,killer16-sol94,56935,10427,1563,60647,60647,10427,1563,10427,1563,1.0,0.18313866690085184,0.027452357952050584,1.0651971546500396,1.0651971546500396,0.18313866690085184,0.027452357952050584,0.18313866690085184,0.027452357952050584
killerSudoku2,killer16-sol95,24719,5798,1121,26631,26631,5798,1121,5798,1121,1.0,0.2345564140944213,0.045349730976172176,1.0773494073384846,1.0773494073384846,0.2345564140944213,0.045349730976172176,0.2345564140944213,0.045349730976172176
killerSudoku2,killer16-sol96,58784,10953,1585,62422,62422,10953,1585,10953,1585,1.0,0.18632621121393578,0.02696311921611323,1.0618875884594448,1.0618875884594448,0.18632621121393578,0.02696311921611323,0.18632621121393578,0.02696311921611323
killerSudoku2,killer16-sol97,40636,8608,1391,43687,43687,8608,1391,8608,1391,1.0,0.21183187321586772,0.034230731371197955,1.0750812087803918,1.0750812087803918,0.21183187321586772,0.034230731371197955,0.21183187321586772,0.034230731371197955
killerSudoku2,killer16-sol98,70902,12428,1724,75208,75208,12428,1724,12428,1724,1.0,0.1752841950861753,0.024315252038024315,1.0607317141970607,1.0607317141970607,0.1752841950861753,0.024315252038024315,0.1752841950861753,0.024315252038024315
killerSudoku2,killer16-sol99,48680,9377,1493,51901,51901,9377,1493,9377,1493,1.0,0.1926253081347576,0.030669679539852095,1.066166803615448,1.066166803615448,0.1926253081347576,0.030669679539852095,0.1926253081347576,0.030669679539852095
knapsack,knapsack,1620,28,28,2131,2131,28,28,4,4,1.0,0.01728395061728395,0.01728395061728395,1.315432098765432,1.315432098765432,0.01728395061728395,0.01728395061728395,0.0024691358024691358,0.0024691358024691358
knapsack,knapsack_2,286694,31,31,290533,290533,37,37,4,4,1.0,0.00010812922488785954,0.00010812922488785954,1.013390583688532,1.013390583688532,0.0001290574619629291,0.0001290574619629291,1.3952158050046391e-05,1.3952158050046391e-05
knapsack,knapsack_3,287020,31,31,290721,290721,34,34,4,4,1.0,0.00010800641070308689,0.00010800641070308689,1.0128945718068427,1.0128945718068427,0.00011845864399693401,0.00011845864399693401,1.3936311058462825e-05,1.3936311058462825e-05
knapsack,knapsack_4,285138,31,31,288734,288734,37,37,4,4,1.0,0.00010871928680147858,0.00010871928680147858,1.0126114372689716,1.0126114372689716,0.00012976172940821638,0.00012976172940821638,1.4028295071158527e-05,1.4028295071158527e-05
knapsack,knapsack_5,2828510,40,40,2836872,2836872,34,34,4,4,1.0,1.4141721259603113e-05,1.4141721259603113e-05,1.00295632682932,1.00295632682932,1.2020463070662646e-05,1.2020463070662646e-05,1.4141721259603113e-06,1.4141721259603113e-06
knapsack,knapsack_6,1590349,34,34,1598452,1598452,40,40,4,4,1.0,2.1378955185308383e-05,2.1378955185308383e-05,1.0050951080548987,1.0050951080548987,2.5151711982715745e-05,2.5151711982715745e-05,2.5151711982715744e-06,2.5151711982715744e-06
knights,knights_4,3261,457,158,7993,7993,2118,1823,457,158,1.0,0.1401410610242257,0.048451395277522236,2.4510886231217417,2.4510886231217417,0.6494940202391905,0.5590309720944495,0.1401410610242257,0.048451395277522236
knights,knights_5,7680,950,257,18408,18408,5347,4658,950,257,1.0,0.12369791666666667,0.033463541666666666,2.396875,2.396875,0.6962239583333333,0.6065104166666667,0.12369791666666667,0.033463541666666666
knights,knights_6,15127,1763,378,35657,35657,11136,9755,1772,378,1.0,0.11654657235406889,0.024988431281813973,2.3571759106233885,2.3571759106233885,0.7361671183975672,0.6448734051695644,0.11714153500363589,0.024988431281813973
knights,knights_7,26752,3035,521,62555,62555,20667,18157,3048,521,1.0,0.11344946172248804,0.01947517942583732,2.3383298444976077,2.3383298444976077,0.7725403708133971,0.6787156100478469,0.1139354066985646,0.01947517942583732
knights,knights_8,42923,4908,686,101234,101234,35126,30908,4934,686,1.0,0.11434429093958949,0.015982107494816298,2.3585024345921766,2.3585024345921766,0.8183491368264101,0.720080143512802,0.11495002679216271,0.015982107494816298
langford,langford_2_10,1849,321,51,2013,2013,321,51,321,51,1.0,0.1736073553272039,0.027582477014602487,1.0886965927528394,1.0886965927528394,0.1736073553272039,0.027582477014602487,0.1736073553272039,0.027582477014602487
langford,langford_2_11,2251,386,56,2468,2468,386,56,386,56,1.0,0.17147934251443803,0.024877832074633496,1.0964015992892049,1.0964015992892049,0.17147934251443803,0.024877832074633496,0.17147934251443803,0.024877832074633496
langford,langford_2_12,2709,457,61,2981,2981,457,61,457,61,1.0,0.1686969361387966,0.022517534145441123,1.100406053894426,1.100406053894426,0.1686969361387966,0.022517534145441123,0.1686969361387966,0.022517534145441123
langford,langford_2_13,3203,534,66,3542,3542,534,66,534,66,1.0,0.16671870121760848,0.020605682172962846,1.105838276615673,1.105838276615673,0.16671870121760848,0.020605682172962846,0.16671870121760848,0.020605682172962846
langford,langford_2_2,6,4,4,4,4,4,4,4,4,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
langford,langford_2_3,39,30,16,40,40,30,16,30,16,1.0,0.7692307692307693,0.41025641025641024,1.0256410256410255,1.0256410256410255,0.7692307692307693,0.41025641025641024,0.7692307692307693,0.41025641025641024
langford,langford_2_4,119,49,21,131,131,49,21,49,21,1.0,0.4117647058823529,0.17647058823529413,1.1008403361344539,1.1008403361344539,0.4117647058823529,0.17647058823529413,0.4117647058823529,0.17647058823529413
langford,langford_2_5,377,86,26,396,396,86,26,86,26,1.0,0.22811671087533156,0.06896551724137931,1.0503978779840848,1.0503978779840848,0.22811671087533156,0.06896551724137931,0.22811671087533156,0.06896551724137931
langford,langford_2_6,595,121,31,625,625,121,31,121,31,1.0,0.20336134453781513,0.052100840336134456,1.050420168067227,1.050420168067227,0.20336134453781513,0.052100840336134456,0.20336134453781513,0.052100840336134456
langford,langford_2_7,857,162,36,908,908,162,36,162,36,1.0,0.18903150525087514,0.042007001166861145,1.0595099183197199,1.0595099183197199,0.18903150525087514,0.042007001166861145,0.18903150525087514,0.042007001166861145
langford,langford_2_8,1149,209,41,1227,1227,209,41,209,41,1.0,0.18189730200174065,0.03568320278503046,1.0678851174934725,1.0678851174934725,0.18189730200174065,0.03568320278503046,0.18189730200174065,0.03568320278503046
langford,langford_2_9,1465,262,46,1588,1588,262,46,262,46,1.0,0.178839590443686,0.031399317406143344,1.0839590443686007,1.0839590443686007,0.178839590443686,0.031399317406143344,0.178839590443686,0.031399317406143344
langford,langford_3_10,3664,591,81,3859,3859,591,81,591,81,1.0,0.16129912663755458,0.02210698689956332,1.0532205240174672,1.0532205240174672,0.16129912663755458,0.02210698689956332,0.16129912663755458,0.02210698689956332
langford,langford_3_11,4484,716,89,4744,4744,716,89,716,89,1.0,0.15967885816235505,0.01984834968777877,1.0579839429081177,1.0579839429081177,0.15967885816235505,0.01984834968777877,0.15967885816235505,0.01984834968777877
langford,langford_3_12,5426,853,97,5765,5765,853,97,853,97,1.0,0.15720604496866936,0.017876889052709177,1.0624769627718393,1.0624769627718393,0.15720604496866936,0.017876889052709177,0.15720604496866936,0.017876889052709177
langford,langford_3_13,6445,1002,105,6859,6859,1002,105,1002,105,1.0,0.15546935608999224,0.016291698991466253,1.0642358417377813,1.0642358417377813,0.15546935608999224,0.016291698991466253,0.15546935608999224,0.016291698991466253
langford,langford_3_14,7540,1163,113,8067,8067,1163,113,1163,113,1.0,0.15424403183023871,0.014986737400530505,1.069893899204244,1.069893899204244,0.15424403183023871,0.014986737400530505,0.15424403183023871,0.014986737400530505
langford,langford_3_2,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_3_3,18,8,8,8,8,8,8,8,8,1.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
langford,langford_3_4,14,14,14,14,14,14,14,14,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_3_5,17,17,17,17,17,17,17,17,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_3_6,1132,211,49,1159,1159,211,49,211,49,1.0,0.18639575971731448,0.04328621908127209,1.023851590106007,1.023851590106007,0.18639575971731448,0.04328621908127209,0.18639575971731448,0.04328621908127209
langford,langford_3_7,1650,288,57,1698,1698,288,57,288,57,1.0,0.17454545454545456,0.034545454545454546,1.029090909090909,1.029090909090909,0.17454545454545456,0.034545454545454546,0.17454545454545456,0.034545454545454546
langford,langford_3_8,2226,377,65,2321,2321,377,65,377,65,1.0,0.1693620844564241,0.029200359389038633,1.0426774483378256,1.0426774483378256,0.1693620844564241,0.029200359389038633,0.1693620844564241,0.029200359389038633
langford,langford_3_9,2898,478,73,3024,3024,478,73,478,73,1.0,0.16494133885438234,0.025189786059351276,1.0434782608695652,1.0434782608695652,0.16494133885438234,0.025189786059351276,0.16494133885438234,0.025189786059351276
langford,langford_4_10,6037,931,111,6257,6257,931,111,931,111,1.0,0.15421567003478548,0.018386615868809013,1.0364419413616035,1.0364419413616035,0.15421567003478548,0.018386615868809013,0.15421567003478548,0.018386615868809013
langford,langford_4_11,7431,1134,122,7734,7734,1134,122,1134,122,1.0,0.1526039563988696,0.016417709594940117,1.0407751312071054,1.0407751312071054,0.1526039563988696,0.016417709594940117,0.1526039563988696,0.016417709594940117
langford,langford_4_12,8973,1357,133,9409,9409,1357,133,1357,133,1.0,0.15123147219436087,0.014822244511311713,1.0485902150897135,1.0485902150897135,0.15123147219436087,0.014822244511311713,0.15123147219436087,0.014822244511311713
langford,langford_4_13,10729,1600,144,11240,11240,1600,144,1600,144,1.0,0.14912853015192468,0.013421567713673222,1.047627924317271,1.047627924317271,0.14912853015192468,0.013421567713673222,0.14912853015192468,0.013421567713673222
langford,langford_4_14,12507,1863,155,13163,13163,1863,155,1863,155,1.0,0.14895658431278483,0.012393059886463581,1.0524506276485168,1.0524506276485168,0.14895658431278483,0.012393059886463581,0.14895658431278483,0.012393059886463581
langford,langford_4_2,10,10,10,10,10,10,10,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_4_3,14,14,14,14,14,14,14,14,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_4_4,41,14,14,14,14,14,14,14,14,1.0,0.34146341463414637,0.34146341463414637,0.34146341463414637,0.34146341463414637,0.34146341463414637,0.34146341463414637,0.34146341463414637,0.34146341463414637
langford,langford_4_5,22,22,22,22,22,22,22,22,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_4_6,26,26,26,26,26,26,26,26,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_4_7,2609,434,78,2648,2648,434,78,434,78,1.0,0.16634725948639326,0.029896512073591414,1.0149482560367957,1.0149482560367957,0.16634725948639326,0.029896512073591414,0.16634725948639326,0.029896512073591414
langford,langford_4_8,3627,585,89,3723,3723,585,89,585,89,1.0,0.16129032258064516,0.024538185828508408,1.0264681555004136,1.0264681555004136,0.16129032258064516,0.024538185828508408,0.16129032258064516,0.024538185828508408
langford,langford_4_9,4729,748,100,4896,4896,748,100,748,100,1.0,0.15817297525903998,0.02114611968703743,1.0353140198773525,1.0353140198773525,0.15817297525903998,0.02114611968703743,0.15817297525903998,0.02114611968703743
langford,langford_5_10,8562,1291,141,8807,8807,1291,141,1291,141,1.0,0.15078252744685822,0.016468114926419062,1.0286148096239196,1.0286148096239196,0.15078252744685822,0.016468114926419062,0.15078252744685822,0.016468114926419062
langford,langford_5_11,11057,1640,155,11425,11425,1640,155,1640,155,1.0,0.14832232974586235,0.014018268969883332,1.033282083747852,1.033282083747852,0.14832232974586235,0.014018268969883332,0.14832232974586235,0.014018268969883332
langford,langford_5_12,13318,1969,169,13881,13881,1969,169,1969,169,1.0,0.1478450217750413,0.012689593031986785,1.0422736146568554,1.0422736146568554,0.1478450217750413,0.012689593031986785,0.1478450217750413,0.012689593031986785
langford,langford_5_13,15878,2328,183,16588,16588,2328,183,2328,183,1.0,0.1466179619599446,0.011525381030356469,1.0447159591888147,1.0447159591888147,0.1466179619599446,0.011525381030356469,0.1466179619599446,0.011525381030356469
langford,langford_5_14,18522,2717,197,19451,19451,2717,197,2717,197,1.0,0.14669042220062628,0.010636000431918799,1.0501565705647338,1.0501565705647338,0.14669042220062628,0.010636000431918799,0.14669042220062628,0.010636000431918799
langford,langford_5_15,21376,3136,211,22556,22556,3136,211,3136,211,1.0,0.1467065868263473,0.009870883233532935,1.0552020958083832,1.0552020958083832,0.1467065868263473,0.009870883233532935,0.1467065868263473,0.009870883233532935
langford,langford_5_2,26,7,7,10,10,7,7,7,7,1.0,0.2692307692307692,0.2692307692307692,0.38461538461538464,0.38461538461538464,0.2692307692307692,0.2692307692307692,0.2692307692307692,0.2692307692307692
langford,langford_5_3,17,17,17,17,17,17,17,17,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_5_4,22,22,22,22,22,22,22,22,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_5_5,78,22,22,22,22,22,22,22,22,1.0,0.28205128205128205,0.28205128205128205,0.28205128205128205,0.28205128205128205,0.28205128205128205,0.28205128205128205,0.28205128205128205,0.28205128205128205
langford,langford_5_6,32,32,32,32,32,32,32,32,32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_5_7,37,37,37,37,37,37,37,37,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_5_8,4896,773,113,4987,4987,773,113,773,113,1.0,0.15788398692810457,0.023080065359477125,1.0185866013071896,1.0185866013071896,0.15788398692810457,0.023080065359477125,0.15788398692810457,0.023080065359477125
langford,langford_5_9,6650,1022,127,6799,6799,1022,127,1022,127,1.0,0.15368421052631578,0.019097744360902256,1.022406015037594,1.022406015037594,0.15368421052631578,0.019097744360902256,0.15368421052631578,0.019097744360902256
langford,langford_6_10,11601,1725,171,11929,11929,1725,171,1725,171,1.0,0.1486940780967158,0.01474010861132661,1.028273424704767,1.028273424704767,0.1486940780967158,0.01474010861132661,0.1486940780967158,0.01474010861132661
langford,langford_6_11,14635,2150,188,15110,15110,2150,188,2150,188,1.0,0.14690809702767338,0.01284591732148958,1.0324564400409977,1.0324564400409977,0.14690809702767338,0.01284591732148958,0.14690809702767338,0.01284591732148958
langford,langford_6_12,18441,2689,205,19161,19161,2689,205,2689,205,1.0,0.14581638739764655,0.011116533810530882,1.0390434358223524,1.0390434358223524,0.14581638739764655,0.011116533810530882,0.14581638739764655,0.011116533810530882
langford,langford_6_13,21877,3186,222,22870,22870,3186,222,3186,222,1.0,0.14563239932349042,0.01014764364400969,1.0453901357590163,1.0453901357590163,0.14563239932349042,0.01014764364400969,0.14563239932349042,0.01014764364400969
langford,langford_6_14,25469,3725,239,26827,26827,3725,239,3725,239,1.0,0.14625623306765087,0.009383956967293572,1.0533197220149986,1.0533197220149986,0.14625623306765087,0.009383956967293572,0.14625623306765087,0.009383956967293572
langford,langford_6_15,29359,4306,256,31096,31096,4306,256,4306,256,1.0,0.14666712081474165,0.008719643039613065,1.0591641404679997,1.0591641404679997,0.14666712081474165,0.008719643039613065,0.14666712081474165,0.008719643039613065
langford,langford_6_2,14,14,14,14,14,14,14,14,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_6_3,20,20,20,20,20,20,20,20,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_6_4,26,26,26,26,26,26,26,26,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_6_5,32,32,32,32,32,32,32,32,32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_6_6,132,32,32,32,32,32,32,32,32,1.0,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243
langford,langford_6_7,44,44,44,44,44,44,44,44,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_6_8,50,50,50,50,50,50,50,50,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langford,langford_6_9,8153,1246,154,8298,8298,1246,154,1246,154,1.0,0.15282718017907518,0.01888875260640255,1.0177848644670673,1.0177848644670673,0.15282718017907518,0.01888875260640255,0.15282718017907518,0.01888875260640255
life,life-3-2,4502,4329,4329,4400,4400,4329,4329,4320,4320,1.0,0.9615726343847179,0.9615726343847179,0.9773434029320303,0.9773434029320303,0.9615726343847179,0.9615726343847179,0.9595735228787206,0.9595735228787206
life,life-3-3,7207,6921,6921,6988,6988,6921,6921,6921,6921,1.0,0.960316359095324,0.960316359095324,0.9696128763701957,0.9696128763701957,0.960316359095324,0.960316359095324,0.960316359095324,0.960316359095324
life,life-3-4,9973,9523,9523,9583,9583,9523,9523,9523,9523,1.0,0.954878171061867,0.954878171061867,0.9608944149202848,0.9608944149202848,0.954878171061867,0.954878171061867,0.954878171061867,0.954878171061867
life,life-3-5,12794,12126,12126,12179,12179,12126,12126,12126,12126,1.0,0.9477880256370174,0.9477880256370174,0.951930592465218,0.951930592465218,0.9477880256370174,0.9477880256370174,0.9477880256370174,0.9477880256370174
life,life-3-6,15670,14730,14730,14776,14776,14730,14730,14730,14730,1.0,0.9400127632418634,0.9400127632418634,0.9429483088704531,0.9429483088704531,0.9400127632418634,0.9400127632418634,0.9400127632418634,0.9400127632418634
life,life-4-2,16396,15777,15777,16027,16027,15774,15774,15765,15765,1.0,0.9622468894852403,0.9622468894852403,0.9774945108563065,0.9774945108563065,0.9620639180287875,0.9620639180287875,0.9615150036594291,0.9615150036594291
life,life-4-3,24443,23614,23614,23849,23849,23614,23614,23614,23614,1.0,0.9660843595303359,0.9660843595303359,0.9756985640060549,0.9756985640060549,0.9660843595303359,0.9660843595303359,0.9660843595303359,0.9660843595303359
life,life-4-4,32595,31464,31464,31684,31684,31464,31464,31464,31464,1.0,0.9653014265991716,0.9653014265991716,0.9720509280564503,0.9720509280564503,0.9653014265991716,0.9653014265991716,0.9653014265991716,0.9653014265991716
life,life-4-5,40844,39315,39315,39520,39520,39315,39315,39315,39315,1.0,0.9625648810106747,0.9625648810106747,0.9675839780628733,0.9675839780628733,0.9625648810106747,0.9625648810106747,0.9625648810106747,0.9625648810106747
life,life-4-6,49190,47167,47167,47357,47357,47167,47167,47167,47167,1.0,0.9588737548282171,0.9588737548282171,0.9627363285220574,0.9627363285220574,0.9588737548282171,0.9588737548282171,0.9588737548282171,0.9588737548282171
life,life-5-2,33031,31980,31980,32537,32537,31974,31974,31965,31965,1.0,0.9681814053464927,0.9681814053464927,0.9850443522751354,0.9850443522751354,0.9679997578032757,0.9679997578032757,0.9677272864884502,0.9677272864884502
life,life-5-3,49275,47896,47896,48429,48429,47896,47896,47896,47896,1.0,0.9720142059868088,0.9720142059868088,0.9828310502283105,0.9828310502283105,0.9720142059868088,0.9720142059868088,0.9720142059868088,0.9720142059868088
life,life-5-4,65680,63828,63828,64337,64337,63828,63828,63828,63828,1.0,0.9718026796589525,0.9718026796589525,0.9795523751522534,0.9795523751522534,0.9718026796589525,0.9718026796589525,0.9718026796589525,0.9718026796589525
life,life-5-5,82236,79761,79761,80246,80246,79761,79761,79761,79761,1.0,0.9699036918138042,0.9699036918138042,0.9758013522058466,0.9758013522058466,0.9699036918138042,0.9699036918138042,0.9699036918138042,0.9699036918138042
life,life-5-6,98943,95695,95695,96156,96156,95695,95695,95695,95695,1.0,0.9671730188088091,0.9671730188088091,0.9718322670628544,0.9718322670628544,0.9671730188088091,0.9671730188088091,0.9671730188088091,0.9671730188088091
life,life-6-2,55882,53883,53883,54930,54930,53880,53880,53868,53868,1.0,0.9642281951254429,0.9642281951254429,0.9829641029311764,0.9829641029311764,0.9641745105758562,0.9641745105758562,0.9639597723775097,0.9639597723775097
life,life-6-3,83187,80717,80717,81729,81729,80717,80717,80717,80717,1.0,0.9703078606032193,0.9703078606032193,0.9824732229795521,0.9824732229795521,0.9703078606032193,0.9703078606032193,0.9703078606032193,0.9703078606032193
